Route,Count
cheppilode thiruvananthapuram,2
thiruvananthapuram cheppilode,1
kayamkulam ernakulam,20
ernakulam thenkasi,1
thenkasi alappuzha,1
alappuzha pulinkunnu,31
alappuzha kainakary,5
kainakary alappuzha,4
alappuzha harippad,48
pattambi palakkad,5
malappuram thrissur,21
thrissur malappuram,24
karakonam neyyattinkara,64
neyyattinkara tvm medical college,6
ayiramthengu arattupuzha,1
arattupuzha kayamkulam,6
ayiramthengu harippad,3
harippad ayiramthengu,1
kayamkulam sasthamkotta (stay),5
kayamkulam karunagappally,58
mandhiram pathanapuram,1
pathanapuram vazhavila,1
vazhavila pathanapuram,1
pathanapuram thannithadam,1
thannithadam punalur,1
punalur chaliyakkara,6
punalur chaliyakkara (stay),7
chaliyakkara ambalanirappu,1
ambalanirappu ambikonam,1
ambikonam punalur,1
punalur valakom,5
valakom punalur,4
valakom thenmala,1
thenmala punalur,11
punalur kokkadu (stay),17
punalur melila,2
melila punalur,2
chavara oachira,47
neyyatinkara mayam (stay),8
mayam neyyatinkara,7
kaliyikkavila kattakkada,7
attingal tvm medical college,17
tvm medical college attingal,22
chengannur pathanapuram,1
pattazhy padam,1
pathanapuram punalur,24
punalur pathanapuram,20
muhamma cherthala,28
mannanchery cherthala,5
cherthala mannanchery,5
east fort vellanad,123
aryanad east fort,45
madathara parippally,15
angamaly ernakulam jetty,4
palakkayam kozhikkode,6
kozhikkode guruvayoor,32
guruvayoor kozhikkode,32
thiruvananthapuram poovar,225
oorambu thiruvananthapuram,10
thiruvananthapuram kanjiramkulam,16
kanjiramkulam thiruvananthapuram,13
poovar pozhiyoor,10
pozhiyoor poovar,4
poovar tvm medical college,7
aluva puthukkad,2
puthukkad palappilly,2
palappilly ernakulam,17
puthukkad vellikulangara,1
vellikulangara ernakulam,1
puthukkad thrissur,7
thrissur kottayam,18
kozhikkode puthukkad,1
ernakulam chalakudy,13
chalakudy ernakulam,6
chalakudy thrissur,81
chalakudy kozhikkode,4
thrissur chalakudy,88
chalakudy kottayam,6
paruthikuzhy aruvikkara,1
aruvikkara nedumangad,1
thiruvarpu kolladu,1
kolladu thiruvarpu,1
neyyattinkara arumanoor temple,1
arumanoor temple thiruvananthapuram,1
thiruvananthapuram arumanoor temple,2
arumanoor temple vikas bhavan,1
vikas bhavan neyyattinkara,2
arumanoor temple neyyattinkara railway station,1
neyyattinkara railway station poovar,17
poovar neyyattinkara,15
neyyattinkara kallimoodu,2
kallimoodu neyyattinkara,1
neyyattinkara marayamuttom,1
marayamuttom neyyattinkara,1
neyyattinkara manali,1
manali neyyattinkara,2
thiruvananthapuram manali,1
koottappu kattakkada,11
payyannur chemperi,1
chemperi therthally,1
therthally chemperi,1
chemperi alakkode,1
alakkode kudiyanmala,1
kudiyanmala payyannur,1
chakkuvarakkal kottarakkara,25
kottavattom kottarakkara,2
kottarakkara kottavattom,2
kottarakkara thazhathu kulakkada,8
champakulam alappuzha,43
alappuzha champakulam,43
alappuzha champakulam (stay),44
alappuzha kayamkulam,39
karunagappally thurayilkunnu,2
thrissur kozhikkode,14
thurayilkunnu kayamkulam,2
kanhangad kannur,13
karunagappally alumkadavu,4
alumkadavu kayamkulam,5
kayamkulam alumkadavu,4
pathanamthitta pandalam,1
alumkadavu oachira,1
chavara alumkadavu,1
karunagapally patharam,4
patharam chavara,1
kollam (chinnakada) kayamkulam,42
kollam (chinnakada) oachira,14
kollam oachira,6
oachira kollam (chinnakada),19
oachira kollam,10
kayamkulam kollam (chinnakada),47
poovar thiruvananthapuram,215
perumathura kaniyapuram,17
vizhinjam thiruvananthapuram,86
karunagappally guhanandapuram,1
guhanandapuram karunagappally,1
karunagappally pattazhy,1
pattazhy kottarakara,1
kottarakara sasthamkotta,1
sasthamkotta vandanam medical college,1
karunagappally kadampanad,1
kadampanad karunagappally,1
karunagappally sinkarapally,1
kayamkulam sinkarapally,1
sinkarapally kayamkulam,1
sinkarapally karunagappally,1
neyyattinkara kulathoor hs,31
karunagapally azheekal,3
kulathoor hs neyyattinkara,24
azheekal kollam (chinnakada),1
neyyattinkara pozhiyoor,35
pozhiyoor neyyattinkara,33
azheekal chavara,1
neyyattinkara perekonam,1
azheekal karunagappally,1
perekonam neyyattinkara,2
karunagapally punalur,1
neyyattinkara dalummugham,6
punalur kayamkulam,96
thiruvananthapuram kariyode temple,1
kariyode temple tvm medical college,2
alumkadavu kulathupuzha,1
neyyattinkara kariyode temple,1
kulathupuzha kollam,47
perumkadavila tvm medical college,1
paliyodu tvm medical college,1
thiruvananthapuram paliyodu,3
tvm medical college perumkadavila,1
tvm medical college kulathoor hs,1
kulathoor hs thiruvananthapuram,11
neyyattinkara ottasekharamangalam,8
ottasekharamangalam neyyattinkara,8
thiruvananthapuram karakonam,23
neyyattinkara paliyodu,11
paliyodu thiruvananthapuram,2
thiruvananthapuram chenkal temple,1
tvm medical college chenkal temple,1
chenkal temple tvm medical college,1
kottarakkara chadayamangalam,13
kottoor kattakkada,5
kattakkada kottoor,7
kattakkada pantha,2
pantha kattakkada,2
kattakkada koottappu (stay),13
chalakudy mannuthy,21
mannuthy puthukkad,7
puthukkad mannuthy,8
vithura muvattupuzha,1
muvattupuzha thiruvananthapuram,5
pala bandadukka,1
thurayilkadavu chavara,1
bandadukka kottayam,1
muvattupuzha koothattukulam,18
kollam attingal,33
attingal kollam,30
koothattukulam aluva,1
aluva piravom,4
piravom aluva,5
vytilla hub koothattukulam,1
angamaly cherthala,22
pala ernakulam vytilla hub,18
kumily ernakulam vytilla hub,15
erattupetta ernakulam vytilla hub,5
ernakulam vytilla hub erattupetta,9
erattupetta pala,18
pala kottayam,65
kottayam rajakkad,2
rajakkad kottayam,1
kottayam erattupetta,32
panavilacode temple thiruvananthapuram,3
vizhinjam neyyattinkara,7
thiruvananthapuram balaramapuram,1
balaramapuram thiruvananthapuram,1
vikas bhavan poovar,3
vizhinjam meenankal,2
meenankal vizhinjam,2
meenankal aryanad,6
thiruvananthapuram attaramoola,3
attaramoola thiruvananthapuram,2
karunagappally patharam,1
patharam kollam (chinnakada),4
oachira chengannur,2
kayamkulam chengannur,2
karunagappally chengannur,1
chengannur oachira,1
chengannur karunagappally,1
chengannur kayamkulam,1
chengannur mavelikara,1
mavelikkara karunagappally,7
karunagappally changanassery,8
mavelikkara alappuzha,6
alappuzha pandalam,2
alappuzha mavelikkara,7
kollam (chinnakada) patharam,2
pandalam alappuzha,4
patharam karunagappally,2
karunagapally kozhicode (kollam),2
changanassery oachira,5
thiruvalla oachira,1
kollam (chinnakada) kozhicode (kollam),1
kozhicode (kollam) kollam (chinnakada),2
oachira mavelikara,6
kozhicode (kollam) bharanikkavu,1
bharanikkavu oachira,1
harippad mavelikara,1
mundela east fort,7
tvm medical college erumala,1
erumala nedumangad,2
munnar cherthala,1
cherthala kendriya bhavan,2
kendriya bhavan cherthala,2
ottapalam mannarkad,4
mannarkad thrissur,3
cherthala willingdon island,2
thrissur mannarkad,3
willingdon island cherthala,2
cherthala arthunkal,5
kattappana ernakulam,10
ernakulam kattappana,7
arthunkal cherthala,3
aluva mamalakandam (stay),33
arthunkal thoppumpady,4
mamalakandam kottayam,1
thoppumpady arthunkal,4
kottayam kothamangalam,3
thoppumpady varanad temple,1
thiruvananthapuram nellimoodu,8
thiruvananthapuram uchakkada,3
nellimoodu thiruvananthapuram,7
uchakkada east fort,1
vizhinjam east fort,12
east fort maruthoorkonam,1
maruthoorkonam east fort,1
east fort balaramapuram,1
balaramapuram vizhinjam,1
chenkal temple neyyattinkara,1
thiruvananthapuram kottapuram,3
kulathoor hs tvm medical college,1
neyyattinkara neyyar dam,6
kottapuram thiruvananthapuram,2
kottapuram thiruvananthapuram civil station,3
neyyar dam thiruvananthapuram,33
thiruvananthapuram civil station poovar,227
thiruvananthapuram aazhimala,8
aazhimala thiruvananthapuram,5
thiruvananthapuram neyyar dam,25
vizhinjam nellimoodu,3
neyyattinkara kodankara,4
kodankara thiruavananthapuram,1
neyyattinkara vellarada,67
neyyattinikara kottukonam,1
kottukonam tvm medical college,1
neyyattinkara adimalathura,13
perinthalmanna kuttippuram,5
kuttippuram perinthalmanna,5
valanchery perinthalmanna,52
neyyatinkara kattakkada,17
kattakkada neyyatinkara,19
attingal kollam (chinnakada),32
mananthavady makkiyad,2
niravilpuzha mananthavady,4
kollam madathara,24
thiruvananthapuram kozhikkode,5
thiruvananthapuram perinthalmanna,4
thiruvananthapuram mattupetty,1
kottayam coimbatore,2
gudallur perinthalmanna,10
perinthalmanna palakkad,6
perinthalmanna kozhikkode,10
chengannur ernakulam,3
chengannur eramallikara,5
eramallikara thiruvananthapuram,1
kottarakkara chengannur,4
adoor amritha medical college,1
amritha medical college chengannur,3
chengannur amritha medical college,2
pala panjikkal,1
panjikkal pala,1
kasaragod pala (minnal deluxe),1
palakkad thiruvananthapuram,24
kottayam vattappara,1
payyannur kannur,41
chengannur thiruvalla,30
thiruvalla chengannur,20
thiruvalla kottayam,24
kottayam punalur,6
punalur kottayam,4
punalur thiruvalla,3
thiruvalla punalur,3
kottayam pathanamthitta,25
pathanamthitta kottayam,25
thiruvalla pathanamthitta,42
pathanamthitta thiruvalla,38
thiruvalla ranny,20
karunagappally thurayilkadavu,3
thurayilkadavu karunagappally,3
changanassery ranny,10
ranny changanassery,10
kollam bharanikkavu,3
ranny thiruvalla,14
bharanikkavu kollam,2
thiruvalla chunkapara,20
karunagappally sasthamkotta,1
sasthamkotta kollam,1
chunkapara thiruvalla,22
aryanad vellanad,6
kattakkada panachamoodu,3
panachamoodu thiruvananthapuram,3
vellarada kattakkada,20
kattakkada vellarada,20
east fort vellarada,8
mannadi east fort,1
thiruvananthapuram mannadi,2
vellarada kadukara,2
kadukara vellarada,2
kadukara thiruvananthapuram,3
thiruvananthapuram kadukara,3
kovalam aryanad,1
thiruvananthapuram aryanad,30
nedumangad kaliyikkavila,9
kaliyikkavila nedumangad,9
neyyatinkara aryanad,3
nedumangad neyyatinkara,2
kaliyikkavila aryanad,2
aryanad kaliyikkavila,2
mavelikara karunagappally,3
veliyannoor malayinkeezh,1
mavelikara charummodu,1
mavelikara adoor,1
malayinkeezh nedumangad,1
vellanad vizhinjam,1
charummoodu changanassery,2
vizhinjam vellanad,1
vizhinjam nedumangad,5
kodungallur ernakulam jetty,21
nedumangad vizhinjam,5
ernakulam jetty kodungallur,27
kattakkada east fort,14
east fort kattakkada,14
kayamkulam ayiramthengu,2
kayamkulam ayiramthengu (stay),3
kozhikkode perinthalmanna,5
palakkad perinthalmanna,15
nilambur tirur,3
tirur nilambur,3
tirur pothukal,1
pothukal tirur,1
kottayam ranny,6
ranny karukachal,1
karukachal ranny,1
ranny mannarasala,1
thiruvalla mannarasala,2
mannarasala thiruvalla,2
mannarasala ranny,1
ranny adichipuzha,1
adichipuzha changanassery,1
ranny mukkam,1
mukkam ranny,1
kannur vythiri,1
venniyode kalpetta,4
kollam kottarakkara,46
kottarakkara kollam,48
kollam punalur,60
oachira kayamkulam,5
choonad kayamkulam,2
kayamkulam kambissery,2
kambissery alappuzha,1
kambissery thottapally,1
thottappally kayamkulam,1
kayamkulam amrita sethu,2
amrita sethu kayamkulam railway station,5
kayamkulam railway station amrita sethu,5
amrita sethu kayamkulam,3
harippad amrita sethu,1
kayamkulam pavumba,7
pavumba kayamkulam,7
pavumba ambalappuzha,1
ambalappuzha kayamkulam,13
kayamkulam kollam,26
alappuzha ayiramthengu,1
bharanikkavu kollam (chinnakada),3
mulayilkonam thiruvananthapuram,1
thiruvananthapuram mulayilkonam,1
mulayilkonam tvm medical college,1
mulayilkonam kilimanoor,1
tvm medical college venjaramoodu,5
venjaramoodu thiruvananthapuram,12
thiruvananthapuram civil station,1
thiruvananthapuram civil station mulayilkonam,3
kilimanoor bharathanoor,1
bharathanoor venjaramoodu,2
venjaramoodu kochalummood,1
kochalummood palode,1
tvm medical college kochalummood,1
kochalummood venjaramoodu,1
kilimanoor manjapara,1
manjapara kadakkal,1
thiruvananthapuram attingal,96
attingal kilimanoor,12
attingal palode,8
kollam ambalamkunnu,2
nedumangad 16 th mile,1
16 th mile thiruvananthapuram,2
kattakkada aryanad,16
thiruvambady pala,1
pala thiruvambady,1
pala moonnilavu,2
moonnilavu ambalappuzha,2
ambalappuzha erattupetta,13
erattupetta parumala pally,1
parumala pally pala,2
pala aluva,4
aluva pala,4
koothattukulam muvattupuzha,17
koothattukulam kothamangalam,20
kothamangalam koothattukulam,20
adivad koothattukulam,1
koothattukulam adivad,1
muvattupuzha mannathoor,2
mannathoor muvattupuzha,2
koothattukulam thodupuzha,11
thodupuzha koothattukulam,10
thodupuzha vaikkom,27
vaikkom thodupuzha,25
thodupuzha peruva,6
peruva koothattukulam,1
palode attingal,11
kilimanoor kollam,2
muthuvila kollam,1
kollam muthuvila,1
kollam kallara,1
parippally kilimanoor,7
kilimanoor kadakkal,6
cherthala kanichukulangara,3
kadakkal kallara,1
kallara kadakkal,3
kilimanoor attingal,15
kanichukulangara cherthala,2
cherthala high court,10
high court cherthala,9
cherthala aroor temple,8
aroor temple alappuzha,2
pulingome payyannur,1
payyannur perumbadavu,2
perumbadavu payyannur,3
north paravoor vytilla hub,4
kannur kanhangad,12
vytilla hub north paravoor,4
kanhangad thayanoor,1
thayanoor kanhangad,1
north paravoor kaloor,4
othera changanassery,2
mallappally thiruvalla,34
thiruvalla thiruvanvandoor,2
kaloor north paravoor,5
keezharoor thiruvananthapuram,14
thiruvananthapuram keezharoor,11
kattakkada thiruvananthapuram,74
koottappu thiruvananthapuram,8
ernakulam kodungallur,6
kodungallur north paravoor,6
vettukadu neyyattinkara,1
paliyodu neyyattinkara,11
neyyattinkara poovar,14
east fort mulayara,1
mulayara east fort,1
vellanad tvm medical college,4
tvm medical college aryanad,2
vellanad punalal,3
punalal vellanad,3
punalal east fort,6
east fort punalal,5
statue punalal,1
punalal statue,1
vellanad kattakkada,7
kattakkada vellanad,8
vellanad chowalloor,1
chowalloor east fort,5
east fort chowalloor,4
adimalathura neyyattinkara,13
kilimanoor muthuvila,4
venjaramoodu muthuvila,9
muthuvila venjaramoodu,12
kothamangalam ernakulam,39
ernakulam bangalore,3
venjaramoodu kilimanoor,6
bangalore ernakulam,3
venjaramoodu vembayam,4
ernakulam cumbummettu,2
cumbummettu ernakulam,3
ernakulam punalur,4
punalur ernakulam,4
vembayam kilimanoor,2
kilimanoor vembayam,2
kattakkada pappanam,3
pappanam kattakkada,2
pappanam thiruvananthapuram,1
kattakkada mandapathinkadavu,5
mandapathinkadavu kattakkada,4
kattakkada kattakkada (circular),27
kattakkada chemboor,1
chemboor kattakkada,3
kattakkada kallikkad,2
kallikkad thiruvananthapuram,2
perekonam thiruvananthapuram,3
thiruvananthapuram perekonam,4
perekonam kattakkada,8
kattakkada perekonam,7
kaliyikkavila vellarada,56
vellarada kaliyikkavila,53
nellimoodu vizhinjam,3
nellimoodu tvm medical college,2
north paravoor ernakulam jetty,21
vellanad east fort,118
east fort cheriyakonni,4
varkala tvm medical college,17
vellarada neyyattinkara,60
pozhiyoor thiruvananthapuram,7
neyyattinkara chemboor,3
chemboor neyyattinkara,3
kattakkada neyyattinkara,5
neyyattinkara kattakkada,7
neyyattinkara vazhichal,1
plamoottukada vettukadu,2
vettukadu plamoottukada,1
kadakkal punalur,14
punalur kadakkal,9
chadayamangalam anchal,2
anchal kottiyam,1
kottiyam ayoor,1
kadakkal kottarakkara,7
kottarakkara kadakkal,5
perumbavoor meembara,1
meempara ernakulam,1
piravom ernakulam,24
ernakulam piravom,23
ernakulam vettikkal,1
vettikkal ernakulam,1
kadakkal cheruvalam,1
vettikkal vytilla hub,1
cheruvalam kadakkal,1
vytilla hub vettikkal,1
kadakkal kilimanoor,8
payyannur pulingome,2
tvm medical college poovar,8
poovar kattakkada,68
oorambu vikas bhavan,1
poovar vikas bhavan,2
thiruvananthapuram oorambu,7
kodungallur vytilla hub,2
ernakulam vytilla guruvayoor,17
guruvayoor ernakulam vytilla,15
guruvayoor kodungallur,7
mavelikara kayamkulam,6
neyyar dam neyyattinkara,5
muthuvila kilimanoor,4
punalur kumbalam,1
kumbalam kunnikode,2
kottarakkara bhairavi moorthi temple,1
bhairavi moorthi temple kottarakkara,1
kottarakkara kumbalam,5
kunnikode poovattoor,1
poovattoor kottarakkara,3
kottarakkara poovattoor,2
kottarakkara enath,9
enath kottarakkara,13
thiruvananthapuram palani,7
kozhikkode thiruvananthapuram,5
palani thiruvananthapuram,7
coimbatore kottayam,2
perinthalmanna thiruvananthapuram,4
mattupetty thiruvananthapuram,1
kottayam panathoor,1
panathoor kottayam,1
kozhikkode chalakudy,6
panathoor kanhangad,23
kollam (chinnakada) karunagappally,80
kaliyikkavila neyyattinkara hospital jn,18
neyyattinkara hospital jn kaliyikkavila,15
kaliyikkavila neyyattinkara,17
neyyattinkara kaliyikkavila,14
neyyattinkara chenkavila,3
chenkavila neyyattinkara,2
karakonam tvm medical college,4
neyyattinkara koviluvila,2
koviluvila neyyattinkara,2
manavary neyyattinkara,3
neyyattinkara manavary,3
vattappara kottayam,1
kottayam muvattupuzha,1
muvattupuzha kottayam,2
kattappana sulthan bathery,1
neyyattinkara kunnanvila,2
kunnanvila thiruvananthapuram,3
sulthan bathery kattappana,1
attingal madathara,17
madathara attingal,18
madathara chirayinkeezhu,1
chirayinkeezhu madathara,1
adoor kollam,16
kollam adoor,22
parippally madathara,19
hq hospital kollamchira,1
secretariat chappath,1
mavelikkara thottappally,1
thottappally karunagappally,1
mavelikara pandalam,1
pandalam vandanam medical college,1
vandanam medical college kayamkulam,10
oachira alappuzha,6
mavelikkara thurayil kadavu,1
thurayil kadavu changanassery,1
ernakulam jetty guruvayoor,86
muttil kottathara,1
pathanamthitta seethathode,2
seethathode pathanamthitta,1
kottarakkara kumily,3
kumily thiruvananthapuram,2
thiruvananthapuram kottarakkara,38
palode agrifarm,4
agrifarm thiruvananthapuram,2
chunkapara kottayam,1
changanassery chunkapara,2
cherthala vytilla,2
thiruvananthapuram agrifarm,4
thiruvalla manimala,2
vytilla cherthala,1
manimala thiruvalla,2
thoppumpady poochakkal,5
guruvayoor north paravoor,6
kattakkada theviyarkunnu,1
theviyarkunnu thiruvananthapuram,4
nedumangad parandode,3
vithura nedumangad,20
thiruvananthapuram parandode,4
parandode thiruvananthapuram,4
thiruvananthapuram kottoor,5
kottoor thiruvananthapuram,7
kappukkad thiruvananthapuram,1
kattakkada ponmudi,1
ponmudi kovalam,1
vithura tvm medical college,9
tvm medical college vithura,10
jersy farm thiruvananthapuram,3
kallar thiruvananthapuram,7
thiruvananthapuram kallar,3
vythiri kannur,1
koottupuzha iritty,5
vithura jersy farm,1
iritty koottupuzha,4
iritty mattannur,4
kilimanoor mulayilkonam,1
kattakkada meenankal,2
east fort mundela,6
vellanad veliyannoor,2
kunnikode kottarakkara,2
kottarakkara nedumankavu,9
